low_ci	median	up_ci	disease	N_drugs	eigen_vector	conf.level	touch_05	condition
0.355803147179225	0.555542226487524	0.755281305795823	kidney_failure	8	PC4	0.95	0	crohn_quote_s_disease
0.356187598721356	0.63912213740458	0.922056676087805	portal_hypertension	5	PC4	0.95	0	crohn_quote_s_disease
0.324303238349185	0.580305927342256	0.836308616335328	atrial_fibrillation	6	PC5	0.95	0	crohn_quote_s_disease
0.248427328795023	0.501505199781062	0.7545830707671	dementia	7	PC5	0.95	0	crohn_quote_s_disease
0.288739371744142	0.480154142581888	0.671568913419635	heart_failure	10	PC5	0.95	0	crohn_quote_s_disease
0.312635957929618	0.52175572519084	0.730875492452062	headache	5	PC5	0.95	0	crohn_quote_s_disease
0.185184388124567	0.424786324786325	0.664388261448083	postoperative_pain	9	PC5	0.95	0	crohn_quote_s_disease
0.370542228200359	0.54189364461738	0.713245061034401	pain	15	PC5	0.95	0	crohn_quote_s_disease
0.416846576005126	0.527793400824897	0.638740225644667	healthy	21	PC5	0.95	0	crohn_quote_s_disease
0.405860545172379	0.612213740458015	0.818566935743652	pregnancy	5	PC5	0.95	0	crohn_quote_s_disease
0.613492002169667	0.74351145038168	0.873530898593692	postoperative_nausea_and_vomiting	5	PC5	0.95	1	crohn_quote_s_disease
0.513973802307569	0.67190170940171	0.82982961649585	kidney_transplantation	9	PC5	0.95	1	crohn_quote_s_disease
0.426151749390651	0.670419847328244	0.914687945265838	graft_rejection	5	PC5	0.95	0	crohn_quote_s_disease
0.242163112320419	0.520952380952381	0.799741649584343	kidney_transplant	4	PC5	0.95	0	crohn_quote_s_disease
0.178267229159513	0.357871255576800	0.537475281994088	hepatitis_c	6	PC5	0.95	0	crohn_quote_s_disease
0.241307140828994	0.431730431730432	0.62215372263187	diabetic_nephropathy	11	PC5	0.95	0	crohn_quote_s_disease
0.349688442800451	0.495407636738906	0.641126830677361	diabetes_mellitus	19	PC5	0.95	0	crohn_quote_s_disease
0.363371922930565	0.572456813819578	0.78154170470859	alcoholism	8	PC5	0.95	0	crohn_quote_s_disease
0.452504358129214	0.626589595375723	0.800674832622231	type_2	10	PC5	0.95	0	crohn_quote_s_disease
0.211751857100174	0.402166985340981	0.59258211358179	osteoarthritis	6	PC5	0.95	0	crohn_quote_s_disease
0.351985702492531	0.47021715858694	0.588448614681349	hypertension	26	PC5	0.95	0	crohn_quote_s_disease
0.142667755270443	0.428138942001275	0.713610128732106	ventricular_dysfunction	6	PC5	0.95	0	crohn_quote_s_disease
0.142667755270443	0.428138942001275	0.713610128732106	left	6	PC5	0.95	0	crohn_quote_s_disease
0.378169191918777	0.571581196581197	0.764993201243616	asthma	9	PC5	0.95	0	crohn_quote_s_disease
0.306003618580614	0.511756238003839	0.717508857427063	major_depression	8	PC5	0.95	0	crohn_quote_s_disease
0.0254559754730191	0.391030534351145	0.756605093229271	major_depressive_disorder	5	PC5	0.95	0	crohn_quote_s_disease
0.327436090620263	0.470735090152566	0.614034089684869	depression	14	PC5	0.95	0	crohn_quote_s_disease
0.320098729154464	0.438163064833006	0.556227400511547	schizophrenia	20	PC5	0.95	0	crohn_quote_s_disease
0.248942730042867	0.40654990403071	0.564157078018553	schizoaffective_disorder	8	PC5	0.95	0	crohn_quote_s_disease
0.323612758943098	0.46822308690013	0.612833414857162	bipolar_disorder	15	PC5	0.95	0	crohn_quote_s_disease
0.499926233238342	0.722900763358779	0.945875293479216	sepsis	5	PC5	0.95	0	crohn_quote_s_disease
0.0769265200361801	0.223664122137405	0.370401724238629	liver_cirrhosis	5	PC5	0.95	1	crohn_quote_s_disease
0.174709851027488	0.505534351145038	0.836358851262589	infection	5	PC5	0.95	0	crohn_quote_s_disease
0.613815048160435	0.75648854961832	0.899162051076207	rheumatoid	5	PC5	0.95	1	crohn_quote_s_disease
0.326552575032636	0.52003358925144	0.713514603470243	rheumatoid_arthritis	8	PC5	0.95	0	crohn_quote_s_disease
0.657334083599594	0.796207775653282	0.93508146770697	arthritis	6	PC5	0.95	1	crohn_quote_s_disease
0.359074579949820	0.579054702495202	0.799034825040583	chronic	8	PC5	0.95	0	crohn_quote_s_disease
0.185940143754211	0.488931297709924	0.791922451665636	dyslipidemia	5	PC5	0.95	0	crohn_quote_s_disease
0.220127284048852	0.483110261312938	0.746093238577025	cirrhosis	6	PC5	0.95	0	crohn_quote_s_disease
0.459060310407142	0.614203454894434	0.769346599381726	chronic_kidney_disease	8	PC5	0.95	0	crohn_quote_s_disease
0.308944009112807	0.485645472061657	0.662346935010507	obesity	10	PC5	0.95	0	crohn_quote_s_disease
0.475292091430439	0.662787907869482	0.850283724308525	acute_lymphoblastic_leukemia	8	PC5	0.95	0	crohn_quote_s_disease
0.348259608095245	0.583059660645868	0.81785971319649	adult_acute_lymphocytic_leukemia	7	PC5	0.95	0	crohn_quote_s_disease
0.118931329279329	0.32881679389313	0.53870225850693	acute	5	PC5	0.95	0	crohn_quote_s_disease
0.297364470142024	0.551103646833013	0.804842823524003	postoperative	8	PC5	0.95	0	crohn_quote_s_disease
0.360124620247163	0.569630337794774	0.779136055342385	migraine	6	PC5	0.95	0	crohn_quote_s_disease
0.208843862941617	0.394636015325670	0.580428167709724	inflammation	7	PC5	0.95	0	crohn_quote_s_disease
0.158569184539237	0.345238095238095	0.531907005936953	atherosclerosis	7	PC5	0.95	0	crohn_quote_s_disease
0.294775657834131	0.454084675014908	0.613393692195684	hiv_infections	13	PC5	0.95	0	crohn_quote_s_disease
0.409073102121541	0.580128205128205	0.75118330813487	nausea	9	PC5	0.95	0	crohn_quote_s_disease
0.312570341903649	0.494032994032994	0.67549564616234	coronary_artery_disease	11	PC5	0.95	0	crohn_quote_s_disease
0.147777920850195	0.379310344827586	0.610842768804978	cardiovascular_disease	7	PC5	0.95	0	crohn_quote_s_disease
0.156086760231308	0.380268199233716	0.604449638236125	stroke	7	PC5	0.95	0	crohn_quote_s_disease
0.0750094146898044	0.350381679389313	0.625753944088822	multiple_sclerosis	5	PC5	0.95	0	crohn_quote_s_disease
0.29389241280043	0.499520153550864	0.705147894301298	vomiting	8	PC5	0.95	0	crohn_quote_s_disease
0.223052112868724	0.397435897435897	0.571819682003071	diabetes	9	PC5	0.95	0	crohn_quote_s_disease
0.351059236004910	0.532442748091603	0.713826260178297	osteoporosis	5	PC5	0.95	0	crohn_quote_s_disease
0.389436318151531	0.591603053435115	0.793769788718698	insulin_resistance	5	PC5	0.95	0	crohn_quote_s_disease
0.209695106402486	0.388461538461538	0.56722797052059	metabolic_syndrome	9	PC5	0.95	0	crohn_quote_s_disease
0.302110821072747	0.511217948717949	0.72032507636315	type_2_diabetes	9	PC5	0.95	0	crohn_quote_s_disease
0.25211976379681	0.463294797687861	0.674469831578912	type_2_diabetes_mellitus	10	PC5	0.95	0	crohn_quote_s_disease
0.404998227537511	0.525812619502868	0.646627011468226	post-traumatic_stress_disorder	6	PC5	0.95	0	crohn_quote_s_disease
0.0960852852989369	0.362332695984704	0.62858010667047	alzheimer__quote__s_disease	6	PC5	0.95	0	crohn_quote_s_disease
0.289895455454315	0.549304222648752	0.80871298984319	kidney_failure	8	PC5	0.95	0	crohn_quote_s_disease
0.0731406979381546	0.391412213740458	0.709683729542761	portal_hypertension	5	PC5	0.95	0	crohn_quote_s_disease
