condition	page_z	drug	lfdr_page_z
crohn_quote_s_disease	14.1577279627982	dizocilpine	2.98088982722844e-43
crohn_quote_s_disease	-2.13222631334573	dl-alpha tocopherol	1
crohn_quote_s_disease	2.60448667130755	DL-PPMP	0.999999999999714
crohn_quote_s_disease	-15.4468866331974	DL-thiorphan	1
crohn_quote_s_disease	-5.54486645658306	dobutamine	1
crohn_quote_s_disease	3.65182390219998	docosahexaenoic acid ethyl ester	0.0113632842717094
crohn_quote_s_disease	8.54015578341257	domperidone	4.477274767963e-16
crohn_quote_s_disease	-3.20903579492631	dopamine	1
crohn_quote_s_disease	1.87650777060132	dorzolamide	1
crohn_quote_s_disease	9.77590266291305	dosulepin	3.02833785915417e-20
crohn_quote_s_disease	-0.533408043991126	doxazosin	1
crohn_quote_s_disease	-13.2476462682701	doxepin	1
crohn_quote_s_disease	4.1342672897939	doxorubicin	0.00092395607094811
crohn_quote_s_disease	-2.97824021016539	doxycycline	1
crohn_quote_s_disease	10.4584531178574	doxylamine	1.64531632651908e-23
crohn_quote_s_disease	8.14925673138123	drofenine	4.81302859840934e-14
crohn_quote_s_disease	-16.0435898250339	droperidol	1
crohn_quote_s_disease	-7.27167151557702	dropropizine	1
crohn_quote_s_disease	2.08681243952302	dyclonine	1
crohn_quote_s_disease	-14.7745006442195	dydrogesterone	1
crohn_quote_s_disease	-11.5845586377039	ebselen	1
crohn_quote_s_disease	9.22205622206207	econazole	2.80576696069138e-18
crohn_quote_s_disease	-29.9930065892034	edrophonium chloride	1
crohn_quote_s_disease	9.62673364283143	eldeline	1.21082824194907e-19
crohn_quote_s_disease	-3.43321191959018	ellipticine	1
crohn_quote_s_disease	-7.12566969140942	emetine	1
crohn_quote_s_disease	1.79978815964892	enalapril	1
crohn_quote_s_disease	5.90089101661504	enilconazole	2.04664323088617e-07
crohn_quote_s_disease	-7.5445217055046	enoxacin	1
crohn_quote_s_disease	12.6174458158795	epiandrosterone	5.71254190111508e-34
crohn_quote_s_disease	-11.5961936493244	epirizole	1
crohn_quote_s_disease	7.65421254898654	epitiostanol	1.58362269915488e-12
crohn_quote_s_disease	-5.51368036758138	epivincamine	1
crohn_quote_s_disease	0.0231296652594316	equilin	1
crohn_quote_s_disease	0.796482773996154	erastin	1
crohn_quote_s_disease	-7.97006098562491	ergocalciferol	1
crohn_quote_s_disease	-2.4264619017235	erythromycin	1
crohn_quote_s_disease	2.72007023449502	esculetin	0.200226901661934
crohn_quote_s_disease	-9.7988961782989	esculin	1
crohn_quote_s_disease	5.68196613074555	estradiol	5.75411130585454e-07
crohn_quote_s_disease	2.22207920828375	estriol	1
crohn_quote_s_disease	-16.0821527896757	estrone	1
crohn_quote_s_disease	7.48070212658521	estropipate	1.05746265575080e-11
crohn_quote_s_disease	8.54483274011586	etacrynic acid	4.477274767963e-16
crohn_quote_s_disease	-1.77126880735405	etamivan	1
crohn_quote_s_disease	-17.846320724073	etamsylate	1
crohn_quote_s_disease	-10.057557215853	etanidazole	1
crohn_quote_s_disease	-10.2052686720928	ethambutol	1
crohn_quote_s_disease	10.3101629876000	ethaverine	3.24313294413664e-22
crohn_quote_s_disease	-0.156614809184698	ethionamide	1
crohn_quote_s_disease	-16.2298196302133	ethisterone	1
crohn_quote_s_disease	-9.88991103982453	ethosuximide	1
crohn_quote_s_disease	-9.62490276769225	ethotoin	1
crohn_quote_s_disease	-0.50581261130467	ethoxyquin	1
crohn_quote_s_disease	4.31194939431387	eticlopride	0.000588053704044158
crohn_quote_s_disease	2.48984436741697	etidronic acid	0.999999999999982
crohn_quote_s_disease	4.81597602885886	etifenin	5.15504731766668e-05
crohn_quote_s_disease	10.9003553382316	etilefrine	9.05026185141107e-26
crohn_quote_s_disease	-11.1431529283799	etiocholanolone	1
crohn_quote_s_disease	0.993092430223262	etodolac	1
crohn_quote_s_disease	8.1999476093561	etofenamate	2.48732710895128e-14
crohn_quote_s_disease	-9.09593062001852	etofylline	1
crohn_quote_s_disease	7.49585578890021	etomidate	3.95237505387071e-12
crohn_quote_s_disease	-7.6566430367596	etoposide	1
crohn_quote_s_disease	4.15341487885978	etynodiol	0.00092395607094811
crohn_quote_s_disease	-3.52174441660374	eucatropine	1
crohn_quote_s_disease	10.1802535775272	exemestane	3.24313294413664e-22
crohn_quote_s_disease	-4.22642635534865	exisulind	1
crohn_quote_s_disease	0.866359593040704	F0447-0125	1
crohn_quote_s_disease	-24.9093675742295	famotidine	1
crohn_quote_s_disease	-5.92477022012024	famprofazone	1
crohn_quote_s_disease	6.83079827967618	fasudil	1.05018855983402e-09
crohn_quote_s_disease	10.8738285270148	felbinac	9.814601469616e-25
crohn_quote_s_disease	0.814387632852644	felodipine	1
crohn_quote_s_disease	-0.996828419396889	fenbendazole	1
crohn_quote_s_disease	-26.4735409544467	fenbufen	1
crohn_quote_s_disease	-1.84132459477220	fendiline	1
crohn_quote_s_disease	15.5678744187224	fenofibrate	2.10934503818314e-52
crohn_quote_s_disease	-4.13144053261397	fenoprofen	1
crohn_quote_s_disease	-6.29056219108973	fenoterol	1
crohn_quote_s_disease	-13.0985478550660	fenspiride	1
crohn_quote_s_disease	-3.52430233311081	finasteride	1
crohn_quote_s_disease	15.3541356991025	fipexide	2.12272654373469e-50
crohn_quote_s_disease	5.16897850136595	fisetin	9.22090442590873e-06
crohn_quote_s_disease	-11.5878917829371	flavoxate	1
crohn_quote_s_disease	2.80540074111905	flecainide	0.200226901661934
crohn_quote_s_disease	2.41715064176768	florfenicol	0.999999999999982
crohn_quote_s_disease	-9.62813480879578	flucloxacillin	1
crohn_quote_s_disease	5.12881082351864	flucytosine	1.07093960997860e-05
crohn_quote_s_disease	4.73415775606126	fludrocortisone	8.83602509716348e-05
crohn_quote_s_disease	-11.5129252342716	fludroxycortide	1
crohn_quote_s_disease	3.11911696352562	flufenamic acid	0.0546918254886048
crohn_quote_s_disease	-12.4336184929506	flumequine	1
crohn_quote_s_disease	-3.45659715021654	flumetasone	1
crohn_quote_s_disease	-21.7163625677092	flunarizine	1
crohn_quote_s_disease	1.25746529264006	flunisolide	1
crohn_quote_s_disease	2.64901091324495	flunixin	0.200226901661934
crohn_quote_s_disease	16.4841003013226	fluocinonide	1.41822274674649e-57
crohn_quote_s_disease	5.4299724854953	fluorocurarine	2.94713499632743e-06
crohn_quote_s_disease	4.78875523014967	fluorometholone	5.15504731766668e-05
crohn_quote_s_disease	-3.34370459218999	fluoxetine	1
crohn_quote_s_disease	4.65715391556846	flupentixol	8.83602509716348e-05
crohn_quote_s_disease	-15.6909859707255	fluphenazine	1
crohn_quote_s_disease	-9.17766671262475	flurbiprofen	1
crohn_quote_s_disease	-10.6216204963790	fluspirilene	1
crohn_quote_s_disease	7.87963642200766	flutamide	1.84712701734144e-13
crohn_quote_s_disease	1.80701061688462	fluticasone	1
crohn_quote_s_disease	6.05684585254979	fluvastatin	7.70931571092903e-08
crohn_quote_s_disease	1.67599488503215	fluvoxamine	1
crohn_quote_s_disease	-1.185972467549	folic acid	1
crohn_quote_s_disease	-21.8431635321321	foliosidine	1
crohn_quote_s_disease	-5.36003168885242	fosfosal	1
crohn_quote_s_disease	-1.54141193780658	fulvestrant	1
crohn_quote_s_disease	-6.58774856491765	furaltadone	1
crohn_quote_s_disease	-2.93284341094968	furazolidone	1
crohn_quote_s_disease	8.42189578730151	furosemide	2.63731687072789e-15
crohn_quote_s_disease	-1.64356002613664	fursultiamine	1
crohn_quote_s_disease	-12.4259422399214	fusaric acid	1
crohn_quote_s_disease	-5.42312987775771	fusidic acid	1
crohn_quote_s_disease	-5.23061240969387	gabapentin	1
crohn_quote_s_disease	-4.36157664936310	gabexate	1
crohn_quote_s_disease	-1.39901113165603	galantamine	1
crohn_quote_s_disease	7.17579551371611	gallamine triethiodide	9.4975776216842e-11
crohn_quote_s_disease	-14.7324480005913	ganciclovir	1
crohn_quote_s_disease	12.8774947957252	gefitinib	6.53717360503187e-36
crohn_quote_s_disease	1.43194913806772	geldanamycin	1
crohn_quote_s_disease	7.1773718175126	gelsemine	4.9462998739729e-11
crohn_quote_s_disease	-2.31608886278606	gemfibrozil	1
crohn_quote_s_disease	14.5570087435353	genistein	6.82898480371975e-46
crohn_quote_s_disease	29.1271685406558	gentamicin	3.50075065658155e-165
crohn_quote_s_disease	15.7968568470368	gibberellic acid	6.86171691606475e-53
crohn_quote_s_disease	-17.8312716123135	ginkgolide A	1
crohn_quote_s_disease	-6.63958071801881	glafenine	1
crohn_quote_s_disease	-6.42646764049884	glibenclamide	1
crohn_quote_s_disease	-11.6337205120858	gliclazide	1
crohn_quote_s_disease	-3.22179671388835	glimepiride	1
crohn_quote_s_disease	-2.98380120373207	glipizide	1
crohn_quote_s_disease	-5.62884968632074	gliquidone	1
crohn_quote_s_disease	16.812381323061	glycocholic acid	7.51680022609562e-60
crohn_quote_s_disease	-0.0766370108925087	glycopyrronium bromide	1
crohn_quote_s_disease	-1.15452566298877	Gly-His-Lys	1
crohn_quote_s_disease	6.29828787569591	gossypol	9.8337980737328e-09
crohn_quote_s_disease	2.66420758869061	gramine	0.200226901661934
crohn_quote_s_disease	-4.00531858647879	griseofulvin	1
crohn_quote_s_disease	2.51229261015936	guaifenesin	0.999999999999982
crohn_quote_s_disease	-9.40754975330127	guanabenz	1
crohn_quote_s_disease	10.5458271668329	guanadrel	2.77618114861957e-24
crohn_quote_s_disease	7.1362924231566	guanethidine	1.48178127414393e-10
crohn_quote_s_disease	-9.28069181314258	guanfacine	1
crohn_quote_s_disease	2.05616400167030	GW-8510	1
crohn_quote_s_disease	1.03795171893851	H-7	1
crohn_quote_s_disease	11.6150528268030	H-89	6.28896360699484e-29
crohn_quote_s_disease	18.6892394878463	halcinonide	1.63685263852249e-74
crohn_quote_s_disease	6.97651529841532	halofantrine	1.74987740522551e-10
crohn_quote_s_disease	-0.117045203815412	haloperidol	1
crohn_quote_s_disease	-7.89932268672233	harmaline	1
crohn_quote_s_disease	13.922160980581	harmalol	6.76993215027756e-42
crohn_quote_s_disease	-11.2487102970674	harman	1
crohn_quote_s_disease	-20.0983025965626	harmine	1
crohn_quote_s_disease	-13.1032664960669	harmol	1
crohn_quote_s_disease	3.42799690078907	harpagoside	0.0158760089275957
crohn_quote_s_disease	5.24562457412788	HC toxin	9.22090442590873e-06
crohn_quote_s_disease	0.99424682442892	hecogenin	1
crohn_quote_s_disease	-4.43575453296442	heliotrine	1
crohn_quote_s_disease	-9.0314362538485	helveticoside	1
crohn_quote_s_disease	3.26328819871119	hemicholinium	0.0164955616243994
crohn_quote_s_disease	3.38613235466751	heptaminol	0.0158760089275957
crohn_quote_s_disease	-1.10603314237695	hesperetin	1
crohn_quote_s_disease	-5.99546159623377	hesperidin	1
crohn_quote_s_disease	0.100331122468231	hexamethonium bromide	1
crohn_quote_s_disease	-11.5566279847371	hexestrol	1
crohn_quote_s_disease	-3.83663543112155	hexetidine	1
crohn_quote_s_disease	12.8075642109269	hexylcaine	1.13284530771031e-35
crohn_quote_s_disease	-17.3166135608683	HNMPA-(AM)3	1
crohn_quote_s_disease	11.4209900240668	homatropine	2.85135178804073e-27
crohn_quote_s_disease	8.54729918697752	homochlorcyclizine	4.477274767963e-16
crohn_quote_s_disease	10.0438505613125	homosalate	6.1746492875965e-22
crohn_quote_s_disease	-13.9804073343902	hycanthone	1
crohn_quote_s_disease	3.08798117983956	hydralazine	0.0546918254886048
crohn_quote_s_disease	22.9907378785215	hydrastine hydrochloride	2.99678298885258e-109
crohn_quote_s_disease	1.62286084362223	hydrastinine	1
crohn_quote_s_disease	1.24871395950210	hydrochlorothiazide	1
crohn_quote_s_disease	16.6333514649508	hydrocortisone	1.73131704529087e-58
crohn_quote_s_disease	-7.07398144939959	hydrocotarnine	1
crohn_quote_s_disease	-7.63979020164015	hydroflumethiazide	1
crohn_quote_s_disease	-0.908817791984152	hydroquinine	1
crohn_quote_s_disease	-19.4332209209104	hydroxyachillin	1
crohn_quote_s_disease	0.122623539856883	hydroxyzine	1
crohn_quote_s_disease	3.42329900146143	hymecromone	0.0158760089275957
crohn_quote_s_disease	-10.318948049026	hyoscyamine	1
crohn_quote_s_disease	-4.02451653358764	IC-86621	1
crohn_quote_s_disease	3.61141943154014	idazoxan	0.0113632842717094
crohn_quote_s_disease	11.1026647682464	idoxuridine	9.66182276451429e-27
crohn_quote_s_disease	-19.218733396156	ifenprodil	1
crohn_quote_s_disease	5.1815983563775	ifosfamide	9.22090442590873e-06
crohn_quote_s_disease	3.19584193716190	ikarugamycin	0.0205779901690134
crohn_quote_s_disease	-3.02192905757620	iloprost	1
crohn_quote_s_disease	-4.83235558582526	imatinib	1
crohn_quote_s_disease	-10.9295877124760	imidurea	1
crohn_quote_s_disease	-2.37117174068706	imipenem	1
crohn_quote_s_disease	9.71559847773574	imipramine	3.02833785915417e-20
crohn_quote_s_disease	-7.88852883181693	indapamide	1
crohn_quote_s_disease	-2.99068678739056	indometacin	1
crohn_quote_s_disease	1.95234488715567	indoprofen	1
crohn_quote_s_disease	13.0428510063694	iobenguane	1.10232212913828e-36
crohn_quote_s_disease	2.40957929284144	iocetamic acid	0.999999999999982
crohn_quote_s_disease	20.7695726533324	iodixanol	1.20644085835229e-91
crohn_quote_s_disease	13.9978601866965	iohexol	6.76993215027756e-42
crohn_quote_s_disease	0.996787317119075	ionomycin	1
crohn_quote_s_disease	-1.41623428960970	iopamidol	1
crohn_quote_s_disease	-26.6814555068081	iopanoic acid	1
crohn_quote_s_disease	12.1616751161746	iopromide	4.45231796301641e-32
crohn_quote_s_disease	-9.33766357464629	ioversol	1
crohn_quote_s_disease	-1.95653055341681	ioxaglic acid	1
crohn_quote_s_disease	-11.8013883652575	ipratropium bromide	1
crohn_quote_s_disease	-12.6712095910639	iproniazid	1
crohn_quote_s_disease	6.26167289868747	irinotecan	1.21704693238085e-08
crohn_quote_s_disease	14.5645787401432	isocarboxazid	6.82898480371975e-46
crohn_quote_s_disease	-0.059272352129088	isoconazole	1
crohn_quote_s_disease	9.08037399235576	isocorydine	1.05960021388959e-17
crohn_quote_s_disease	12.3994693469762	isoetarine	2.46363679583609e-33
crohn_quote_s_disease	9.45167650950704	isoflupredone	4.07631318649058e-19
crohn_quote_s_disease	-1.51591813384851	isometheptene	1
crohn_quote_s_disease	12.7357713817461	isoniazid	1.06112340860581e-34
crohn_quote_s_disease	-9.98012393446413	(-)-isoprenaline	1
crohn_quote_s_disease	-4.08246388093774	(+)-isoprenaline	1
crohn_quote_s_disease	0.586277171495401	isopropamide iodide	1
crohn_quote_s_disease	2.27053412863486	isosorbide	1
crohn_quote_s_disease	-1.56358014081296	isotretinoin	1
crohn_quote_s_disease	3.25659810279979	isoxicam	0.0164955616243994
crohn_quote_s_disease	-5.51589866531791	isoxsuprine	1
crohn_quote_s_disease	-26.2447685509117	isradipine	1
crohn_quote_s_disease	11.0410078268774	ivermectin	9.05026185141107e-26
crohn_quote_s_disease	-15.1309505550291	josamycin	1
crohn_quote_s_disease	-1.64486072930383	kaempferol	1
crohn_quote_s_disease	-4.63602815201030	kanamycin	1
crohn_quote_s_disease	-2.01904461095924	karakoline	1
crohn_quote_s_disease	5.64782406994742	kawain	5.75411130585454e-07
crohn_quote_s_disease	-2.43460733558982	ketanserin	1
crohn_quote_s_disease	9.30448303041597	ketoconazole	2.80576696069138e-18
crohn_quote_s_disease	-20.2627304245266	ketoprofen	1
crohn_quote_s_disease	0.213693673270478	ketorolac	1
crohn_quote_s_disease	1.89083696138346	ketotifen	1
crohn_quote_s_disease	15.8578602866559	khellin	2.91259812448524e-54
crohn_quote_s_disease	-4.1850797242125	kinetin	1
crohn_quote_s_disease	4.47185892820024	labetalol	0.000380551789088521
crohn_quote_s_disease	1.64108518620237	lactobionic acid	1
crohn_quote_s_disease	-2.09619635055918	lanatoside C	1
crohn_quote_s_disease	-3.92737887660858	lansoprazole	1
crohn_quote_s_disease	0.534064638862025	lasalocid	1
crohn_quote_s_disease	-7.0905648784954	latamoxef	1
crohn_quote_s_disease	9.53622240365443	laudanosine	1.21082824194907e-19
crohn_quote_s_disease	-2.23805327199788	leflunomide	1
crohn_quote_s_disease	4.31392483844271	letrozole	0.000463355183505462
crohn_quote_s_disease	-11.3788588674983	levamisole	1
crohn_quote_s_disease	11.6219473519833	levcycloserine	2.56367796689697e-29
crohn_quote_s_disease	9.95960588885885	levobunolol	5.56592697101507e-21
crohn_quote_s_disease	3.38332757320820	levocabastine	0.0158760089275957
crohn_quote_s_disease	-1.96205827150894	levodopa	1
crohn_quote_s_disease	6.06959717182467	levomepromazine	7.70931571092903e-08
crohn_quote_s_disease	-10.5097402802388	levonorgestrel	1
crohn_quote_s_disease	-11.5504979169358	levopropoxyphene	1
crohn_quote_s_disease	12.6614518429747	levothyroxine sodium	2.87083970824479e-34
crohn_quote_s_disease	-9.43839781406222	lidocaine	1
crohn_quote_s_disease	-4.05436751665148	lidoflazine	1
crohn_quote_s_disease	2.70261374172630	lincomycin	0.200226901661934
crohn_quote_s_disease	3.92360704972517	liothyronine	0.00365273617979568
crohn_quote_s_disease	7.90167300920776	lisinopril	1.84712701734144e-13
crohn_quote_s_disease	7.3862547043072	lisuride	1.92658152135414e-11
crohn_quote_s_disease	15.8285802005012	lithocholic acid	5.12165407297007e-54
crohn_quote_s_disease	32.3742037603449	LM-1685	9.131485302926e-194
crohn_quote_s_disease	-1.18697540915714	L-methionine sulfoximine	1
crohn_quote_s_disease	-8.73784821286933	lobelanidine	1
crohn_quote_s_disease	6.48654297749973	lobeline	4.65903899920944e-09
crohn_quote_s_disease	-14.232783939711	lomefloxacin	1
crohn_quote_s_disease	6.4703247399325	lomustine	6.17329473836859e-09
crohn_quote_s_disease	-24.1529438361822	loperamide	1
crohn_quote_s_disease	4.6643435831185	loracarbef	8.83602509716348e-05
crohn_quote_s_disease	-15.7899140546964	lorglumide	1
crohn_quote_s_disease	-5.69931800199147	lovastatin	1
crohn_quote_s_disease	3.58963301528301	loxapine	0.0113632842717094
crohn_quote_s_disease	-0.40783235363206	lumicolchicine	1
crohn_quote_s_disease	-22.8837428254556	luteolin	1
crohn_quote_s_disease	-5.76838397841289	LY-294002	1
crohn_quote_s_disease	14.1555260131411	lycorine	5.67506519256193e-42
crohn_quote_s_disease	-2.71261742456176	lymecycline	1
crohn_quote_s_disease	9.02641589007779	lynestrenol	1.05960021388959e-17
crohn_quote_s_disease	-2.98288351764048	lysergol	1
crohn_quote_s_disease	-20.5558859071153	mafenide	1
crohn_quote_s_disease	3.54315029884899	maprotiline	0.0113632842717094
crohn_quote_s_disease	-2.04038246370684	mebendazole	1
crohn_quote_s_disease	-0.961932215064321	mebeverine	1
crohn_quote_s_disease	12.9561786741100	mebhydrolin	3.06635863451092e-36
crohn_quote_s_disease	-2.78639883698213	mecamylamine	1
crohn_quote_s_disease	-7.22640933912003	meclocycline	1
crohn_quote_s_disease	-0.325019777970837	meclofenamic acid	1
crohn_quote_s_disease	-6.39287769998766	meclofenoxate	1
crohn_quote_s_disease	8.89071178283809	meclozine	3.82112900477027e-16
crohn_quote_s_disease	-2.13052928650063	medrysone	1
crohn_quote_s_disease	3.91760631911360	mefenamic acid	0.00365273617979568
crohn_quote_s_disease	-6.11813180811338	mefexamide	1
crohn_quote_s_disease	8.69763191760388	mefloquine	4.27398604247909e-16
crohn_quote_s_disease	-8.18728661916432	megestrol	1
crohn_quote_s_disease	5.25317719497719	meglumine	7.01200794913249e-06
crohn_quote_s_disease	2.00983676821649	melatonin	1
crohn_quote_s_disease	-2.26995930528680	memantine	1
crohn_quote_s_disease	-12.0961625587336	menadione	1
crohn_quote_s_disease	-7.07915941585722	mepacrine	1
crohn_quote_s_disease	12.3388727321985	mepenzolate bromide	1.60585749245619e-32
crohn_quote_s_disease	13.9165341384459	mephenesin	1.50692932954745e-40
crohn_quote_s_disease	13.1679510043189	mephentermine	1.10232212913828e-36
crohn_quote_s_disease	8.26084110002388	mephenytoin	1.06180308167854e-14
crohn_quote_s_disease	26.6463725701998	meprylcaine	1.41385256037773e-129
crohn_quote_s_disease	4.34425774624718	meptazinol	0.000463355183505462
crohn_quote_s_disease	-1.89567411316562	mepyramine	1
crohn_quote_s_disease	0.821056188752047	merbromin	1
crohn_quote_s_disease	-9.55376609657887	mercaptopurine	1
crohn_quote_s_disease	20.4180572072468	meropenem	3.57194697348925e-90
crohn_quote_s_disease	-10.0234130269926	mesalazine	1
crohn_quote_s_disease	-3.9980149640218	mesoridazine	1
crohn_quote_s_disease	9.06008918097916	mestranol	1.05960021388959e-17
crohn_quote_s_disease	-3.9093103509384	metacycline	1
crohn_quote_s_disease	1.58995993523346	metamizole sodium	1
crohn_quote_s_disease	-6.7511712348146	metampicillin	1
crohn_quote_s_disease	1.36006118665429	metanephrine	1
crohn_quote_s_disease	-0.434710618255139	metaraminol	1
crohn_quote_s_disease	-5.7495705776599	meteneprost	1
crohn_quote_s_disease	-2.41893496474048	metergoline	1
crohn_quote_s_disease	5.19693338040995	metformin	9.22090442590873e-06
crohn_quote_s_disease	0.942823844332993	methacholine chloride	1
crohn_quote_s_disease	5.90758311632686	methanthelinium bromide	1.50511209243647e-07
crohn_quote_s_disease	1.06396586354159	methapyrilene	1
crohn_quote_s_disease	2.90123434267589	methazolamide	0.0815820780794424
crohn_quote_s_disease	1.36102351889315	methocarbamol	1
crohn_quote_s_disease	-8.11639747816752	methotrexate	1
crohn_quote_s_disease	-4.88989722061948	methoxamine	1
crohn_quote_s_disease	4.00624058737606	methoxsalen	0.00365273617979568
crohn_quote_s_disease	-9.66800641507713	methylbenzethonium chloride	1
crohn_quote_s_disease	-3.26402240853971	methyldopa	1
crohn_quote_s_disease	5.64492085906306	methyldopate	5.75411130585454e-07
crohn_quote_s_disease	-8.5238001354795	methylergometrine	1
crohn_quote_s_disease	-9.54178858984803	methylprednisolone	1
crohn_quote_s_disease	7.87746719362241	meticrane	1.84712701734144e-13
crohn_quote_s_disease	-9.90757003675196	metitepine	1
crohn_quote_s_disease	7.44005743648995	metixene	1.92658152135414e-11
crohn_quote_s_disease	-1.88465687298802	metoclopramide	1
crohn_quote_s_disease	9.68097082049253	metolazone	3.02833785915417e-20
crohn_quote_s_disease	10.5533924511816	metoprolol	2.77618114861957e-24
crohn_quote_s_disease	3.70498100437045	metrifonate	0.0113632842717094
crohn_quote_s_disease	16.2780036364594	metrizamide	5.58159269631212e-57
crohn_quote_s_disease	4.57817334363043	metronidazole	0.000245383080874186
crohn_quote_s_disease	-23.4169721416492	metyrapone	1
crohn_quote_s_disease	-16.7956348579327	mevalolactone	1
crohn_quote_s_disease	-1.73758678262235	mexiletine	1
crohn_quote_s_disease	4.05609865334059	MG-132	0.00365273617979568
crohn_quote_s_disease	10.4189271782667	MG-262	1.64531632651908e-23
crohn_quote_s_disease	12.2664873794927	mianserin	2.46154254641591e-32
crohn_quote_s_disease	-6.72539004274251	miconazole	1
crohn_quote_s_disease	5.08696310458175	midecamycin	1.2727032456876e-05
crohn_quote_s_disease	7.847220208561	midodrine	3.98225819005194e-13
crohn_quote_s_disease	-3.7219792509225	mifepristone	1
crohn_quote_s_disease	-3.3981731112212	milrinone	1
crohn_quote_s_disease	-11.7255191813943	mimosine	1
crohn_quote_s_disease	1.45129616116791	minaprine	1
crohn_quote_s_disease	5.99030530473477	minocycline	1.50511209243647e-07
crohn_quote_s_disease	9.55903891368942	minoxidil	1.21082824194907e-19
crohn_quote_s_disease	-1.68924649752972	mitoxantrone	1
crohn_quote_s_disease	-25.3823597596920	(-)-MK-801	1
crohn_quote_s_disease	12.1509092562356	MK-886	4.45231796301641e-32
crohn_quote_s_disease	-8.23671531731078	molindone	1
crohn_quote_s_disease	2.62889519064547	molsidomine	0.256736974279413
crohn_quote_s_disease	6.86869305726737	mometasone	2.37965155692107e-10
crohn_quote_s_disease	21.1842656562408	monastrol	7.49598739503594e-94
crohn_quote_s_disease	11.0614486258040	monensin	1.95320718490143e-26
crohn_quote_s_disease	-10.0195200254644	monobenzone	1
crohn_quote_s_disease	11.4251611437645	monocrotaline	3.84745778986316e-28
crohn_quote_s_disease	11.0953385067261	monorden	9.66182276451429e-27
crohn_quote_s_disease	-11.5918857077755	moracizine	1
crohn_quote_s_disease	-13.2978448331202	morantel	1
crohn_quote_s_disease	22.1266950688575	moroxydine	7.1679563780269e-105
crohn_quote_s_disease	-4.04129999137009	moxisylyte	1
crohn_quote_s_disease	-4.21704196835096	moxonidine	1
crohn_quote_s_disease	-10.9490039687350	MS-275	1
crohn_quote_s_disease	-4.14725292349028	mycophenolic acid	1
crohn_quote_s_disease	-4.63258112628593	myosmine	1
crohn_quote_s_disease	8.15323779883774	myricetin	2.48732710895128e-14
crohn_quote_s_disease	-2.46423146162665	N6-methyladenosine	1
crohn_quote_s_disease	-1.96908904552584	nabumetone	1
crohn_quote_s_disease	-6.51706402603496	N-acetyl-L-aspartic acid	1
crohn_quote_s_disease	-11.3451229178486	N-acetyl-L-leucine	1
crohn_quote_s_disease	4.21393599964752	N-acetylmuramic acid	0.0006628821492486
crohn_quote_s_disease	-3.96381622745885	nadide	1
crohn_quote_s_disease	5.99952642566231	nadolol	7.70931571092903e-08
crohn_quote_s_disease	-7.17928005602755	nafcillin	1
crohn_quote_s_disease	8.43220526483012	naftidrofuryl	2.63731687072789e-15
crohn_quote_s_disease	-0.155715227797074	naftifine	1
crohn_quote_s_disease	12.9984720660474	naftopidil	3.06635863451092e-36
crohn_quote_s_disease	11.6854512082027	nalbuphine	2.56367796689697e-29
crohn_quote_s_disease	-2.02998080007121	nalidixic acid	1
crohn_quote_s_disease	-9.90699344698215	naloxone	1
crohn_quote_s_disease	16.3541971727871	naltrexone	3.99017596935962e-57
crohn_quote_s_disease	14.4080787063097	napelline	8.87499112693774e-45
crohn_quote_s_disease	-6.74394374219053	naphazoline	1
crohn_quote_s_disease	-0.161268112132466	naproxen	1
crohn_quote_s_disease	7.71154227294298	naringenin	7.63674573998302e-13
crohn_quote_s_disease	14.3784530575484	naringin	8.87499112693774e-45
crohn_quote_s_disease	1.09176292687646	natamycin	1
crohn_quote_s_disease	-2.50051669385495	nefopam	1
crohn_quote_s_disease	0.23509745335523	neomycin	1
crohn_quote_s_disease	15.4841000765899	neostigmine bromide	6.22492226531388e-52
crohn_quote_s_disease	5.4748203015844	netilmicin	1.09334580254123e-06
crohn_quote_s_disease	7.51567268372969	nialamide	3.95237505387071e-12
crohn_quote_s_disease	-1.46779654743706	nicardipine	1
crohn_quote_s_disease	24.0177419683533	nicergoline	7.39807370825255e-117
crohn_quote_s_disease	-13.9041306406644	niclosamide	1
crohn_quote_s_disease	8.51274757194672	nicotinic acid	5.7338080846424e-16
crohn_quote_s_disease	9.31821435122486	nifedipine	1.38015124873263e-18
crohn_quote_s_disease	-32.6946803244897	nifenazone	1
crohn_quote_s_disease	5.50157618218821	niflumic acid	9.94286796470814e-07
crohn_quote_s_disease	2.83961502727242	nifuroxazide	0.124295226727962
crohn_quote_s_disease	2.69428967475757	nifurtimox	0.200226901661934
crohn_quote_s_disease	-14.8314208288903	nilutamide	1
crohn_quote_s_disease	-20.9929323339146	nimesulide	1
crohn_quote_s_disease	3.65103149045603	nimodipine	0.0113632842717094
crohn_quote_s_disease	3.86629221466752	nipecotic acid	0.0113632842717094
crohn_quote_s_disease	1.69302600329661	niridazole	1
crohn_quote_s_disease	-9.17755010976605	nisoxetine	1
crohn_quote_s_disease	-10.7636508154836	nitrendipine	1
crohn_quote_s_disease	8.64925650509852	nitrofural	4.477274767963e-16
crohn_quote_s_disease	-4.78697126983246	nitrofurantoin	1
crohn_quote_s_disease	12.4248702350328	nizatidine	2.46363679583609e-33
crohn_quote_s_disease	8.53585745500631	nocodazole	5.7338080846424e-16
crohn_quote_s_disease	-6.75713709449208	nomegestrol	1
