hepatocellular_carcinoma	kif1b
hdl_cholesterol	bud13
hdl_cholesterol	ap006216.10
hdl_cholesterol	ap006216.10
hdl_cholesterol	ap006216.11
hdl_cholesterol	ap006216.11
hdl_cholesterol	znf259
hdl_cholesterol	znf259
hdl_cholesterol	apoa5
hdl_cholesterol	apoa5
hdl_cholesterol	myo1h
hdl_cholesterol	myo1h
hdl_cholesterol	kctd10
hdl_cholesterol	kctd10
hdl_cholesterol	lipc
hdl_cholesterol	lipc
hdl_cholesterol	lipc
hdl_cholesterol	lipc
hdl_cholesterol	herpud1
hdl_cholesterol	herpud1
hdl_cholesterol	herpud1
hdl_cholesterol	herpud1
hdl_cholesterol	herpud1
hdl_cholesterol	herpud1
hdl_cholesterol	herpud1
hdl_cholesterol	herpud1
hdl_cholesterol	herpud1
hdl_cholesterol	ac012181.1
hdl_cholesterol	ac012181.1
hdl_cholesterol	ac012181.1
hdl_cholesterol	ac012181.1
hdl_cholesterol	ac012181.1
hdl_cholesterol	ac012181.1
hdl_cholesterol	ac012181.1
hdl_cholesterol	ac012181.1
hdl_cholesterol	ac012181.1
hdl_cholesterol	cetp
hdl_cholesterol	cetp
hdl_cholesterol	cetp
hdl_cholesterol	cetp
hdl_cholesterol	cetp
hdl_cholesterol	cetp
hdl_cholesterol	cetp
hdl_cholesterol	cetp
hdl_cholesterol	cetp
hdl_cholesterol	cetp
hdl_cholesterol	nlrc5
hdl_cholesterol	nutf2
hdl_cholesterol	nutf2
hdl_cholesterol	edc4
hdl_cholesterol	edc4
hdl_cholesterol	ac040162.1
hdl_cholesterol	ac040162.1
hdl_cholesterol	nrn1l
hdl_cholesterol	nrn1l
hdl_cholesterol	slc12a4
hdl_cholesterol	dpep3
hdl_cholesterol	dpep2
hdl_cholesterol	rab11b
hdl_cholesterol	march2
hdl_cholesterol	galnt2
hdl_cholesterol	galnt2
hdl_cholesterol	galnt2
hdl_cholesterol	galnt2
hdl_cholesterol	hnf4a
hdl_cholesterol	rp5-881l22.4
hdl_cholesterol	pcif1
hdl_cholesterol	znf335
hdl_cholesterol	apob
hdl_cholesterol	lpl
hdl_cholesterol	lpl
hdl_cholesterol	lpl
hdl_cholesterol	lpl
hdl_cholesterol	ttc39b
hdl_cholesterol	ttc39b
hdl_cholesterol	abca1
hdl_cholesterol	abca1
hdl_cholesterol	abca1
hdl_cholesterol	abca1
carotid_atherosclerosis_in_hiv_infection	ryr3
bone_mineral_density___right_parenthesis__hip__left_parenthesis__	arhgap1
bone_mineral_density___right_parenthesis__hip__left_parenthesis__	znf408
bone_mineral_density___right_parenthesis__hip__left_parenthesis__	f2
bone_mineral_density___right_parenthesis__hip__left_parenthesis__	fabp3p2
bone_mineral_density___right_parenthesis__hip__left_parenthesis__	ac055813.1
bone_mineral_density___right_parenthesis__hip__left_parenthesis__	hdac5
bone_mineral_density___right_parenthesis__hip__left_parenthesis__	rp11-518d3.1
bone_mineral_density___right_parenthesis__hip__left_parenthesis__	gpr177
bone_mineral_density___right_parenthesis__hip__left_parenthesis__	rp11-518d3.3
bone_mineral_density___right_parenthesis__hip__left_parenthesis__	hsa-mir-1262
bone_mineral_density___right_parenthesis__hip__left_parenthesis__	ctc-454m9.1
bone_mineral_density___right_parenthesis__hip__left_parenthesis__	c6orf97
bone_mineral_density___right_parenthesis__hip__left_parenthesis__	c6orf97
bone_mineral_density___right_parenthesis__hip__left_parenthesis__	u6
bone_mineral_density___right_parenthesis__hip__left_parenthesis__	u6
bone_mineral_density___right_parenthesis__hip__left_parenthesis__	esr1
bone_mineral_density___right_parenthesis__hip__left_parenthesis__	shfm1
bone_mineral_density___right_parenthesis__hip__left_parenthesis__	ac092031.1
melanoma	tyr
melanoma	ap000720.1
melanoma	c16orf55
melanoma	cdk10
melanoma	spata2l
melanoma	c16orf7
melanoma	afg3l1
melanoma	dbndd1
melanoma	pigu
melanoma	pla2g6
atrial_fibrillation__slash__atrial_flutter	rp11-777n19.1
atrial_fibrillation__slash__atrial_flutter	rp11-777n19.1
metabolic_syndrome	herpud1
metabolic_syndrome	ac012181.1
metabolic_syndrome	cetp
testicular_cancer	kitlg
interleukin-18_levels	il18
interleukin-18_levels	il18
interleukin-18_levels	tex12
interleukin-18_levels	tex12
interleukin-18_levels	bco2
interleukin-18_levels	ap002884.4
hematological_and_biochemical_traits	mrc1l1
hematological_and_biochemical_traits	hsa-mir-511-1
hematological_and_biochemical_traits	mrc1
hematological_and_biochemical_traits	hsa-mir-511-1
hematological_and_biochemical_traits	alox5
hematological_and_biochemical_traits	rp11-67c2.2
hematological_and_biochemical_traits	march8
hematological_and_biochemical_traits	al442003.3
hematological_and_biochemical_traits	al442003.3
hematological_and_biochemical_traits	ncoa4
hematological_and_biochemical_traits	ncoa4
hematological_and_biochemical_traits	timm23
hematological_and_biochemical_traits	timm23
hematological_and_biochemical_traits	al450342.1
hematological_and_biochemical_traits	al450342.1
hematological_and_biochemical_traits	snora74
hematological_and_biochemical_traits	snora74
hematological_and_biochemical_traits	ac124890.1
hematological_and_biochemical_traits	rp11-254b13.1
hematological_and_biochemical_traits	brap
hematological_and_biochemical_traits	ac137055.2
hematological_and_biochemical_traits	acad10
hematological_and_biochemical_traits	aldh2
hematological_and_biochemical_traits	aldh2
hematological_and_biochemical_traits	wdr72
hematological_and_biochemical_traits	u2
hematological_and_biochemical_traits	dennd4a
hematological_and_biochemical_traits	cdt1
hematological_and_biochemical_traits	gp1ba
hematological_and_biochemical_traits	slc25a11
hematological_and_biochemical_traits	rnf167
hematological_and_biochemical_traits	pfn1
hematological_and_biochemical_traits	eno3
hematological_and_biochemical_traits	tbc1d27
hematological_and_biochemical_traits	tnfrsf13b
hematological_and_biochemical_traits	slc14a2
hematological_and_biochemical_traits	flt3lg
hematological_and_biochemical_traits	rpl13a
hematological_and_biochemical_traits	snord33
hematological_and_biochemical_traits	snord33
hematological_and_biochemical_traits	snord34
hematological_and_biochemical_traits	snord35
hematological_and_biochemical_traits	ac010619.1
hematological_and_biochemical_traits	snord35
hematological_and_biochemical_traits	hsa-mir-150
hematological_and_biochemical_traits	fcgrt
hematological_and_biochemical_traits	smg5
hematological_and_biochemical_traits	al135927.1
hematological_and_biochemical_traits	tmem79
hematological_and_biochemical_traits	c1orf85
hematological_and_biochemical_traits	vhll
hematological_and_biochemical_traits	ptprc
hematological_and_biochemical_traits	trim58
hematological_and_biochemical_traits	or2w3
hematological_and_biochemical_traits	rbm38
hematological_and_biochemical_traits	top3b
hematological_and_biochemical_traits	ube2l3
hematological_and_biochemical_traits	ydjc
hematological_and_biochemical_traits	ncaph2
hematological_and_biochemical_traits	sco2
hematological_and_biochemical_traits	tymp
hematological_and_biochemical_traits	odf3b
hematological_and_biochemical_traits	cta-384d8.31
hematological_and_biochemical_traits	klhdc7b
hematological_and_biochemical_traits	ift172
hematological_and_biochemical_traits	fndc4
hematological_and_biochemical_traits	gckr
hematological_and_biochemical_traits	prkce
hematological_and_biochemical_traits	lrp2
hematological_and_biochemical_traits	thrb
hematological_and_biochemical_traits	thrb
hematological_and_biochemical_traits	rp11-132n15.3
hematological_and_biochemical_traits	slc12a7
hematological_and_biochemical_traits	ac116351.3
hematological_and_biochemical_traits	ac114291.1
hematological_and_biochemical_traits	tert
hematological_and_biochemical_traits	med20
hematological_and_biochemical_traits	bysl
hematological_and_biochemical_traits	ccnd3
hematological_and_biochemical_traits	c6orf184
hematological_and_biochemical_traits	c6orf184
hematological_and_biochemical_traits	y_rna
hematological_and_biochemical_traits	y_rna
hematological_and_biochemical_traits	rp11-425d10.4
hematological_and_biochemical_traits	rp11-425d10.4
hematological_and_biochemical_traits	cdk6
hematological_and_biochemical_traits	xpo7
hematological_and_biochemical_traits	abo
hematological_and_biochemical_traits	abo
hematological_and_biochemical_traits	abo
hematological_and_biochemical_traits	abo
hematological_and_biochemical_traits	abo
mean_corpuscular_volume	march8
mean_corpuscular_volume	fntb
mean_corpuscular_volume	max
mean_corpuscular_volume	itfg3
mean_corpuscular_volume	ac004754.1
mean_corpuscular_volume	rgs11
mean_corpuscular_volume	arhgdig
mean_corpuscular_volume	prdx2
mean_corpuscular_volume	rnaseh2a
mean_corpuscular_volume	rtbdn
mean_corpuscular_volume	mast1
mean_corpuscular_volume	kctd17
mean_corpuscular_volume	7sk
mean_corpuscular_volume	tmprss6
mean_corpuscular_volume	rp5-1170k4.7
mean_corpuscular_volume	ncaph2
mean_corpuscular_volume	sco2
mean_corpuscular_volume	tymp
mean_corpuscular_volume	odf3b
mean_corpuscular_volume	cta-384d8.31
mean_corpuscular_volume	klhdc7b
mean_corpuscular_volume	c22orf41
mean_corpuscular_volume	ac007381.2
mean_corpuscular_volume	u1
mean_corpuscular_volume	tfrc
mean_corpuscular_volume	u7
mean_corpuscular_volume	hfe
mean_corpuscular_volume	hist1h4c
mean_corpuscular_volume	hist1h1t
mean_corpuscular_volume	ccnd3
mean_corpuscular_volume	rp11-425d10.1
mean_corpuscular_volume	rp11-425d10.2
mean_corpuscular_volume	c6orf184
mean_corpuscular_volume	snou13
mean_corpuscular_volume	y_rna
mean_corpuscular_volume	ikzf1
mean_corpuscular_volume	ac124014.1
mean_corpuscular_volume	fbxo24
mean_corpuscular_volume	rp13-530h6.2
mean_corpuscular_volume	pcolce
mean_corpuscular_volume	mospd3
mean_corpuscular_volume	tfr2
mean_corpuscular_volume	rcl1
mean_corpuscular_volume	hsa-mir-101-2
mean_corpuscular_volume	rp11-125k10.5
mean_corpuscular_volume	rp11-125k10.4
adiponectin_levels	rp11-795a2.3
adiponectin_levels	kng1
adiponectin_levels	rp11-573d15.8
adiponectin_levels	rfc4
adiponectin_levels	rp11-573d15.3
adiponectin_levels	rp11-573d15.3
adiponectin_levels	rp11-573d15.3
adiponectin_levels	rp11-573d15.2
adiponectin_levels	rp11-573d15.2
adiponectin_levels	rp11-573d15.2
adiponectin_levels	rp11-573d15.1
adiponectin_levels	rp11-573d15.1
adiponectin_levels	rp11-573d15.1
adiponectin_levels	adipoq
adiponectin_levels	adipoq
adiponectin_levels	adipoq
adiponectin_levels	adipoq
adiponectin_levels	rp11-240o9.2
adiponectin_levels	rp11-240o9.2
adiponectin_levels	rp11-240o9.2
adiponectin_levels	rp11-240o9.2
adiponectin_levels	arl15
telomere_length	obfc1
telomere_length	telomerase-vert
telomere_length	ac078802.1
telomere_length	mynn
plasma_c4b_binding_protein_levels	pfkfb2
plasma_c4b_binding_protein_levels	c4bpb
plasma_c4b_binding_protein_levels	c4bpa
red_vs_non-red_hair_color	tcf25
red_vs_non-red_hair_color	ac092143.1
red_vs_non-red_hair_color	tubb3
red_vs_non-red_hair_color	ac092143.3
testicular_germ_cell_cancer	atf7ip
testicular_germ_cell_cancer	plbd1
testicular_germ_cell_cancer	kitlg
testicular_germ_cell_cancer	ac114291.1
testicular_germ_cell_cancer	ac114291.1
testicular_germ_cell_cancer	tert
testicular_germ_cell_cancer	tert
testicular_germ_cell_cancer	clptm1l
testicular_germ_cell_cancer	spry4
testicular_germ_cell_cancer	dmrt1
meningococcal_disease	cfhr3
freckling	znf276
freckling	fanca
freckling	rp4-614o4.5
freckling	mmp24
freckling	eif6
freckling	ncrna00154
freckling	fam83c
freckling	al357054.1
freckling	irf4
freckling	bnc2
end-stage_renal_disease___right_parenthesis__non-diabetic__left_parenthesis__	apol4
end-stage_renal_disease___right_parenthesis__non-diabetic__left_parenthesis__	apol2
end-stage_renal_disease___right_parenthesis__non-diabetic__left_parenthesis__	z82215.1
immunoglobulin_a	ifih1
immunoglobulin_a	hla-dqa1
pain	ac010615.1
pain	ac010615.2
soluble_leptin_receptor_levels	lepr
birth_weight	adcy5
birth_weight	rp11-6f2.4
birth_weight	rp11-6f2.5
birth_weight	rp11-6f2.6
serum_iron_concentration	kctd17
serum_iron_concentration	7sk
serum_iron_concentration	tmprss6
serum_iron_concentration	rp5-1170k4.7
plasma_level_of_vitamin_b12	fut2
plasma_level_of_vitamin_b12	mamstr
plasma_level_of_vitamin_b12	rasip1
lipoprotein-associated_phospholipase_a2_activity_and_mass	bud13
lipoprotein-associated_phospholipase_a2_activity_and_mass	ap006216.10
lipoprotein-associated_phospholipase_a2_activity_and_mass	ap006216.11
lipoprotein-associated_phospholipase_a2_activity_and_mass	znf259
lipoprotein-associated_phospholipase_a2_activity_and_mass	apoa5
lipoprotein-associated_phospholipase_a2_activity_and_mass	scarb1
lipoprotein-associated_phospholipase_a2_activity_and_mass	tomm40
lipoprotein-associated_phospholipase_a2_activity_and_mass	apoe
lipoprotein-associated_phospholipase_a2_activity_and_mass	apoc1
lipoprotein-associated_phospholipase_a2_activity_and_mass	celsr2
lipoprotein-associated_phospholipase_a2_activity_and_mass	psrc1
lipoprotein-associated_phospholipase_a2_activity_and_mass	mybphl
lipoprotein-associated_phospholipase_a2_activity_and_mass	al035670.1
lipoprotein-associated_phospholipase_a2_activity_and_mass	tdrd6
lipoprotein-associated_phospholipase_a2_activity_and_mass	pla2g7
sleepiness	pde4d
plasma_coagulation_factors	procr
plasma_coagulation_factors	5s_rrna
plasma_coagulation_factors	stxbp5
psoriasis	pan2
psoriasis	il23a
psoriasis	stat2
psoriasis	u7
psoriasis	apof
psoriasis	kiaa0391
psoriasis	fbxl19
psoriasis	orai3
psoriasis	nos2
psoriasis	il23r
psoriasis	al109843.1
psoriasis	lce3c
psoriasis	lce3e
psoriasis	lce3d
psoriasis	slc9a8
psoriasis	spata2
psoriasis	y_rna
psoriasis	rad50
psoriasis	ac004041.2
psoriasis	il13
psoriasis	il4
psoriasis	tnip1
psoriasis	anxa6
psoriasis	ublcp1
psoriasis	il12b
psoriasis	il12b
psoriasis	u4atac
psoriasis	u4atac
psoriasis	ac008697.1
psoriasis	ac008697.1
psoriasis	hcp5
psoriasis	hcp5
psoriasis	xxbac-bpg181b23.4
psoriasis	xxbac-bpg181b23.4
psoriasis	xxbac-bpg181b23.6
psoriasis	xxbac-bpg181b23.6
psoriasis	rp3-487j7.2
psoriasis	traf3ip2
psoriasis	rp11-356i2.4
psoriasis	tnfaip3
glioma___right_parenthesis__high-grade__left_parenthesis__	rtel1
glioma___right_parenthesis__high-grade__left_parenthesis__	rtel1
glioma___right_parenthesis__high-grade__left_parenthesis__	tnfrsf6b
glioma___right_parenthesis__high-grade__left_parenthesis__	tnfrsf6b
glioma___right_parenthesis__high-grade__left_parenthesis__	arfrp1
glioma___right_parenthesis__high-grade__left_parenthesis__	mtap
glioma___right_parenthesis__high-grade__left_parenthesis__	cdkn2bas
alcohol_dependence	mreg
alcohol_dependence	pecr
soluble_levels_of_adhesion_molecules	icam1
soluble_levels_of_adhesion_molecules	icam4
soluble_levels_of_adhesion_molecules	icam5
soluble_levels_of_adhesion_molecules	zglp1
soluble_levels_of_adhesion_molecules	fdx1l
soluble_levels_of_adhesion_molecules	f5
soluble_levels_of_adhesion_molecules	selp
soluble_levels_of_adhesion_molecules	selp
soluble_levels_of_adhesion_molecules	abo
soluble_levels_of_adhesion_molecules	abo
waist_circumference_and_related_phenotypes	herpud1
waist_circumference_and_related_phenotypes	ac012181.1
waist_circumference_and_related_phenotypes	cetp
waist_circumference_and_related_phenotypes	ac090771.2
waist_circumference_and_related_phenotypes	ift172
waist_circumference_and_related_phenotypes	fndc4
waist_circumference_and_related_phenotypes	gckr
serum_creatinine	bcas3
serum_creatinine	tbx2
serum_creatinine	ac005746.1
serum_creatinine	c17orf82
serum_creatinine	ccdc123
serum_creatinine	ctc-263f14.1
serum_creatinine	c19orf40
serum_creatinine	rhpn2
serum_creatinine	ac092653.1
serum_creatinine	alms1p
serum_creatinine	ccdc158
serum_creatinine	shroom3
serum_creatinine	slc22a2
serum_creatinine	rp1-276n6.2
vitamin_d_levels	pde3b
vitamin_d_levels	cyp2r1
vitamin_d_levels	cyp2r1
vitamin_d_levels	calcb
vitamin_d_levels	calcb
vitamin_d_levels	nadsyn1
vitamin_d_levels	krtap5-10
vitamin_d_levels	krtap5-7
vitamin_d_levels	krtap5-8
vitamin_d_levels	gc
vitamin_d_levels	5s_rrna
creutzfeldt-jakob_disease	prnp
venous_thromboembolism	abo
hematological_parameters	ptpn11
hematological_parameters	ac090844.1
hematological_parameters	gsdma
hematological_parameters	bcl2l7p1
hematological_parameters	commd7
hematological_parameters	bpil2
hematological_parameters	fbxo7
hematological_parameters	kctd17
hematological_parameters	7sk
hematological_parameters	tmprss6
hematological_parameters	rp5-1170k4.7
hematological_parameters	hfe
hematological_parameters	hist1h4c
hematological_parameters	hist1h1t
hematological_parameters	bak1
hematological_parameters	ggnbp1
hematological_parameters	c6orf227
hematological_parameters	ccnd3
hematological_parameters	tfr2
hematological_parameters	actl6b
hematological_parameters	rp11-307i14.2
heart_failure	lrig3
neutrophil_count	psmd3
neutrophil_count	csf3
neutrophil_count	med24
neutrophil_count	ac102799.1
neutrophil_count	plcb4
kidney_stones	ap000695.6
kidney_stones	ap000695.4
kidney_stones	cldn14
activated_partial_thromboplastin_time	fetub
activated_partial_thromboplastin_time	rp11-134f2.2
activated_partial_thromboplastin_time	hrg
activated_partial_thromboplastin_time	rp11-795a2.2
activated_partial_thromboplastin_time	kng1
activated_partial_thromboplastin_time	rp11-573d15.8
activated_partial_thromboplastin_time	rp11-573d15.7
activated_partial_thromboplastin_time	slc34a1
activated_partial_thromboplastin_time	ac145098.1
activated_partial_thromboplastin_time	pfn3
activated_partial_thromboplastin_time	f12
activated_partial_thromboplastin_time	grk6
hair_color	slc24a4
hair_color	herc2
hair_color	znf276
hair_color	znf276
hair_color	fanca
hair_color	fanca
hair_color	c20orf115
hair_color	rp5-1187j4.11
hair_color	cdk5rap1
hair_color	al355392.1
hair_color	rxfp3
hair_color	rxfp3
hair_color	slc45a2
hair_color	slc45a2
hair_color	rp11-1084j3.1
hair_color	rp11-1084j3.1
hair_color	al357054.1
hair_color	irf4
attention_deficit_hyperactivity_disorder	gpc6
attention_deficit_hyperactivity_disorder	mobp
attention_deficit_hyperactivity_disorder	c9orf98
chronic_kidney_disease_and_serum_creatinine_concentration	umod
chronic_kidney_disease_and_serum_creatinine_concentration	pdilt
gallstones	abcg5
gallstones	abcg8
eye_color	tyr
eye_color	tyr
eye_color	ap000720.1
eye_color	slc24a4
eye_color	slc24a4
eye_color	herc2
eye_color	herc2
eye_color	rxfp3
eye_color	slc45a2
eye_color	rp11-1084j3.1
eye_color	al357054.1
eye_color	irf4
aids_progression	hcp5
aids_progression	hcp5
aids_progression	xxbac-bpg181b23.4
aids_progression	xxbac-bpg181b23.4
aids_progression	xxbac-bpg181b23.6
aids_progression	xxbac-bpg181b23.6
primary_biliary_cirrhosis	ikzf3
primary_biliary_cirrhosis	ac079199.2
primary_biliary_cirrhosis	pold1
primary_biliary_cirrhosis	spib
primary_biliary_cirrhosis	mybpc2
primary_biliary_cirrhosis	il12rb2
primary_biliary_cirrhosis	il12rb2
primary_biliary_cirrhosis	ctd-2049j23.2
primary_biliary_cirrhosis	ctd-2049j23.2
primary_biliary_cirrhosis	il12a
primary_biliary_cirrhosis	il12a
primary_biliary_cirrhosis	ctd-2049j23.3
primary_biliary_cirrhosis	ctd-2049j23.3
primary_biliary_cirrhosis	irf5
primary_biliary_cirrhosis	tnpo3
primary_biliary_cirrhosis	ac025594.2
stroke	ninj2
glomerulosclerosis	apol1
glomerulosclerosis	myh9
blond_vs._brown_hair_color	tpcn2
blond_vs._brown_hair_color	slc24a4
blond_vs._brown_hair_color	herc2
blond_vs._brown_hair_color	tcf25
blond_vs._brown_hair_color	ac092143.1
blond_vs._brown_hair_color	tubb3
blond_vs._brown_hair_color	ac092143.3
systemic_lupus_erythematosus	wdfy4
systemic_lupus_erythematosus	wdfy4
systemic_lupus_erythematosus	rp11-563n6.4
systemic_lupus_erythematosus	rp11-523o18.7
systemic_lupus_erythematosus	lrrc18
systemic_lupus_erythematosus	ap006284.1
systemic_lupus_erythematosus	phrf1
systemic_lupus_erythematosus	u6
systemic_lupus_erythematosus	ets1
systemic_lupus_erythematosus	ets1
systemic_lupus_erythematosus	slc15a4
systemic_lupus_erythematosus	ac108704.1
systemic_lupus_erythematosus	ac093249.3
systemic_lupus_erythematosus	prr14
systemic_lupus_erythematosus	itgam
systemic_lupus_erythematosus	ac093520.1
systemic_lupus_erythematosus	itgax
systemic_lupus_erythematosus	tnfsf4
systemic_lupus_erythematosus	al022310.2
systemic_lupus_erythematosus	top3b
systemic_lupus_erythematosus	scarna17
systemic_lupus_erythematosus	scarna18
systemic_lupus_erythematosus	7sk
systemic_lupus_erythematosus	rimbp3c
systemic_lupus_erythematosus	ube2l3
systemic_lupus_erythematosus	ap000557.3
systemic_lupus_erythematosus	rasgrp3
systemic_lupus_erythematosus	stat1
systemic_lupus_erythematosus	ac067945.2
systemic_lupus_erythematosus	ac067945.4
systemic_lupus_erythematosus	stat4
systemic_lupus_erythematosus	stat4
systemic_lupus_erythematosus	stat4
systemic_lupus_erythematosus	pxk
systemic_lupus_erythematosus	bank1
systemic_lupus_erythematosus	tnip1
systemic_lupus_erythematosus	hla-drb1
systemic_lupus_erythematosus	hla-dqa1
systemic_lupus_erythematosus	hla-dqa1
systemic_lupus_erythematosus	prdm1
systemic_lupus_erythematosus	rp11-356i2.4
systemic_lupus_erythematosus	rp11-356i2.4
systemic_lupus_erythematosus	tnfaip3
systemic_lupus_erythematosus	tnfaip3
systemic_lupus_erythematosus	ac020743.4
systemic_lupus_erythematosus	pms2l3
systemic_lupus_erythematosus	hip1
systemic_lupus_erythematosus	rp11-309l24.6
systemic_lupus_erythematosus	irf5
systemic_lupus_erythematosus	irf5
systemic_lupus_erythematosus	tnpo3
systemic_lupus_erythematosus	ac025594.2
systemic_lupus_erythematosus	snou13
systemic_lupus_erythematosus	rp11-128a6.3
systemic_lupus_erythematosus	rp11-286h14.2
systemic_lupus_erythematosus	rp11-286h14.1
systemic_lupus_erythematosus	fam167a
systemic_lupus_erythematosus	blk
systemic_lupus_erythematosus	blk
systemic_lupus_erythematosus	blk
non-alcoholic_fatty_liver_disease_histology___right_parenthesis__other__left_parenthesis__	ac007652.1
sphingolipid_concentrations	fads3
sphingolipid_concentrations	rab3il1
sphingolipid_concentrations	lass4
sphingolipid_concentrations	atp10d
sphingolipid_concentrations	ac092597.3
response_to_antidepressants	ust
response_to_antidepressants	rp11-162j8.3
glaucoma	srbd1
longevity	ctnna3
longevity	crtac1
longevity	ms4a18
longevity	ms4a15
longevity	vegfb
longevity	fkbp2
longevity	ppp1r14b
longevity	plcb3
longevity	bad
longevity	fam98b
longevity	ac116158.1
longevity	rasgrp1
longevity	stx8
longevity	pvrl2
longevity	tomm40
longevity	apoe
longevity	kif26b
longevity	al133345.1
longevity	nop56
longevity	snord110
longevity	snora51
longevity	snord86
longevity	snord56
longevity	snord56
longevity	snord57
longevity	snord57
longevity	idh3b
longevity	rp4-686c3.7
longevity	ebf4
longevity	al078611.1
longevity	celsr1
longevity	ac018712.3
longevity	rapgef4
longevity	ac009484.1
longevity	hjurp
longevity	msl3l2
longevity	ac005538.3
longevity	rp11-438e5.1
longevity	ankrd55
longevity	ac016585.2
longevity	u6
longevity	rpl17p22
longevity	ac092373.1
longevity	rp11-5p22.3
longevity	rp11-756k15.1
longevity	zfat
longevity	zfatas
tanning	grm5
tanning	tyr
tanning	ap000720.1
tanning	cpne7
tanning	dpep1
tanning	afg3l1
tanning	dbndd1
tanning	gas8
tanning	c16orf3
tanning	rxfp3
tanning	slc45a2
tanning	rp11-1084j3.1
tanning	al357054.1
tanning	exoc2
platelet_aggregation	rp11-351o1.3
platelet_aggregation	reep3
platelet_aggregation	ntrk1
platelet_aggregation	ntrk1
platelet_aggregation	pear1
platelet_aggregation	pear1
menarche___right_parenthesis__age_at_onset__left_parenthesis__	c6orf220
menarche___right_parenthesis__age_at_onset__left_parenthesis__	c6orf220
menarche___right_parenthesis__age_at_onset__left_parenthesis__	c6orf220
menarche___right_parenthesis__age_at_onset__left_parenthesis__	lin28b
menarche___right_parenthesis__age_at_onset__left_parenthesis__	lin28b
colorectal_cancer	5s_rrna
colorectal_cancer	c11orf53
colorectal_cancer	c11orf92
colorectal_cancer	c11orf93
colorectal_cancer	dip2b
colorectal_cancer	y_rna
colorectal_cancer	atf1
colorectal_cancer	bmp4
colorectal_cancer	cdh1
colorectal_cancer	smad7
colorectal_cancer	smad7
colorectal_cancer	rhpn2
colorectal_cancer	ac008521.1
colorectal_cancer	rp11-815m8.1
colorectal_cancer	rp11-815m8.1
colorectal_cancer	rp11-400n13.2
colorectal_cancer	lama5
colorectal_cancer	rp11-157p1.5
colorectal_cancer	telomerase-vert
colorectal_cancer	ac078802.1
colorectal_cancer	mynn
colorectal_cancer	lrrc34
colorectal_cancer	ac018714.1
colorectal_cancer	ac018714.1
colorectal_cancer	ac018714.1
colorectal_cancer	ac018714.1
colorectal_cancer	pou5f1p1
colorectal_cancer	pou5f1p1
colorectal_cancer	pou5f1p1
colorectal_cancer	pou5f1p1
rr_interval___right_parenthesis__heart_rate__left_parenthesis__	gpr133
hemostatic_factors_and_hematological_phenotypes	ap004245.1
hemostatic_factors_and_hematological_phenotypes	or9g1
recombination_rate___right_parenthesis__males__left_parenthesis__	rnf212
recombination_rate___right_parenthesis__males__left_parenthesis__	rp11-20i20.1
recombination_rate___right_parenthesis__males__left_parenthesis__	rp11-20i20.2
recombination_rate___right_parenthesis__males__left_parenthesis__	tmed11p
recombination_rate___right_parenthesis__males__left_parenthesis__	snora48
response_to_hepatitis_c_treatment	il28b
response_to_hepatitis_c_treatment	il28b
response_to_hepatitis_c_treatment	il28b
response_to_hepatitis_c_treatment	ac011445.1
response_to_hepatitis_c_treatment	ac011445.1
response_to_hepatitis_c_treatment	ac011445.1
response_to_hepatitis_c_treatment	il28a
response_to_hepatitis_c_treatment	il28a
cholesterol_total	fads1
cholesterol_total	hsa-mir-1908
cholesterol_total	fads2
cholesterol_total	ldlr
cholesterol_total	ac011477.4
cholesterol_total	atp13a1
cholesterol_total	znf101
cholesterol_total	pvrl2
cholesterol_total	tomm40
cholesterol_total	apoe
cholesterol_total	rhce
cholesterol_total	tmem57
cholesterol_total	dock7
cholesterol_total	rp5-849h19.2
cholesterol_total	celsr2
cholesterol_total	psrc1
cholesterol_total	mybphl
cholesterol_total	apob
cholesterol_total	ac010872.1
cholesterol_total	abcg5
cholesterol_total	abcg8
cholesterol_total	ctd-2235c13.2
cholesterol_total	hmgcr
cholesterol_total	col4a3bp
cholesterol_total	ctd-2235c13.1
serum_ige_levels	or10j3
serum_ige_levels	fcer1a
serum_ige_levels	rad50
serum_ige_levels	ac004041.2
serum_ige_levels	il13
neuroblastoma	al008732.1
ab1-42	cyp19a1
beta_thalassemia__slash__hemoglobin_e_disease	cotc_ribozyme
beta_thalassemia__slash__hemoglobin_e_disease	hbb
beta_thalassemia__slash__hemoglobin_e_disease	hbd
beta_thalassemia__slash__hemoglobin_e_disease	hbbp1
beta_thalassemia__slash__hemoglobin_e_disease	hbg1
beta_thalassemia__slash__hemoglobin_e_disease	hbg2
beta_thalassemia__slash__hemoglobin_e_disease	bcl11a
beta_thalassemia__slash__hemoglobin_e_disease	ac009970.1
bladder_cancer	ccne1
bladder_cancer	cta-150c2.13
bladder_cancer	apobec3a
bladder_cancer	slbp
bladder_cancer	tmem129
bladder_cancer	tacc3
bladder_cancer	ac016773.2
bladder_cancer	nat2
bladder_cancer	ac108925.1
bladder_cancer	ac083841.1
bladder_cancer	ac083841.1
bladder_cancer	jrk
bladder_cancer	jrk
bladder_cancer	ac145123.1
bladder_cancer	ac145123.1
bladder_cancer	psca
bladder_cancer	psca
bladder_cancer	ly6k
bladder_cancer	ly6k
menopause___right_parenthesis__age_at_onset__left_parenthesis__	rp11-65d24.2
menopause___right_parenthesis__age_at_onset__left_parenthesis__	brsk1
